codigoOC;NroConvenioMarco;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;CompraCoordinada;GranCompra;idGranCompra;NombreGranCompra;FechaDesde_PeriodoInvitacion;FechaHasta_PeriodoInvitacion;MontoAprobGC_SubTotal;MontoAprobGC_SubTotalIVA;MontoAprobGC_ImpEsp;MontoAprobGC_TotalFinal;GlosaEvaluacion;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;Producto;Modelo;Marca;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;HARINA SIN POLVOS SELECTA BOLSA 1K UNIDAD RM;(1433382) HARINA SIN POLVOS SELECTA BOLSA 1K UNIDAD RM;30;Unidad no definida;CLP;1594;0;0;0;47820;47820
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;VINAGRE TRAVERSO VINO ROSADO BOTELLA 500 ML UNIDAD RM;(1433577) VINAGRE TRAVERSO VINO ROSADO BOTELLA 500 ML UNIDAD RM;9;Unidad no definida;CLP;933;0;0;0;8397;8397
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;LECHE SABORIZADA SEMIDESCREMADA SOPROLE CHOCOLATE CAJA 200 ML UNIDAD RM;(1433937) LECHE SABORIZADA SEMIDESCREMADA SOPROLE CHOCOLATE CAJA 200 ML UNIDAD RM;3300;Unidad no definida;CLP;449;0;0;0;1481700;1481700
1208129-180-CM24;;03-05-2024 0:00:00;ARRULLO LECHE Y SUSTITUTO DE LECHE TRIMESTRE MAYO A JULIO ;DESPACHAR A CALLE LA VIRGEN N°420 CONCEPCION, POR HITOS PARCIALIZADOS MAYO, JUNIO Y JULIO. ENVIAR XML A CASILLA DIPRESRECEPCION@CUSTODIUM.COM. CDP N°261. DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN.;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;3313824;0;0;0;3313824;0;3313824;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC DISTRIBUIDORA LAS PATAGUAS LTDA;78.094.280-0;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Mediana;;;;;;;;;;FORMULA INFANTIL SIMILAC NEOSURE TARRO 370 G UNIDAD VIII REGION;(1502362) FORMULA INFANTIL SIMILAC NEOSURE TARRO 370 G UNIDAD VIII REGION;72;Unidad no definida;CLP;13600;0;0;0;979200;979200
1209004-76-CM24;;03-05-2024 0:00:00;P02: Compra materiales de oficina para RF Pehuenche 1209004-76-CM24;Para facturar deben estar recepcionados los productos y aceptada la orden de compra. Se solicita facturar en formato XML a la casilla: dipresrecepcion@custodium.com e indicar el número de orden de compra en el campo de referencia 801 y señalar en factura ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;818950;0;0;155600,5;974550,5;155600,5;818950;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL MAULE;62.000.890-7;Region del Maule;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;PROVEEDORES INTEGRALES PRISA S A;96.556.940-5;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| VENTA AL POR MEN;Grande;;;;;;;;;;CORRECTOR ARTEL LAPIZ LÍQUIDO BLANCO 7 ML UNIDAD REGIÓN VII;(1982146) CORRECTOR ARTEL LAPIZ LÍQUIDO BLANCO 7 ML UNIDAD REGIÓN VII;30;Unidad no definida;CLP;442;0;0;0;13260;13260
1209004-76-CM24;;03-05-2024 0:00:00;P02: Compra materiales de oficina para RF Pehuenche 1209004-76-CM24;Para facturar deben estar recepcionados los productos y aceptada la orden de compra. Se solicita facturar en formato XML a la casilla: dipresrecepcion@custodium.com e indicar el número de orden de compra en el campo de referencia 801 y señalar en factura ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;818950;0;0;155600,5;974550,5;155600,5;818950;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL MAULE;62.000.890-7;Region del Maule;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;PROVEEDORES INTEGRALES PRISA S A;96.556.940-5;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| VENTA AL POR MEN;Grande;;;;;;;;;;DESTACADOR TORRE BOLSILLO DELGADO AMARILLO FLÚOR P/BISELADA 3MM UNIDAD REGIÓN VII;(1988725) DESTACADOR TORRE BOLSILLO DELGADO AMARILLO FLÚOR P/BISELADA 3MM UNIDAD REGIÓN VII;20;Unidad no definida;CLP;326;0;0;0;6520;6520
1209395-118-CM24;;30-04-2024 0:00:00;Orden de Compra: 1209395-118-CM24;Orden de Compra codigo: 1209395-118-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;939104;0;0;0;939104;0;939104;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;(1462643) CIBOULETTE - PAQUETE APROX. 500 GR UNIDAD IX REGION;2;Unidad no definida;CLP;3515;0;0;0;7030;7030
1209395-118-CM24;;30-04-2024 0:00:00;Orden de Compra: 1209395-118-CM24;Orden de Compra codigo: 1209395-118-CM24 dirigida a SANDRA IVONNE RAMIREZ PONCE;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;939104;0;0;0;939104;0;939104;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SANDRA IVONNE RAMIREZ PONCE;11.907.734-6;CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS;Mediana;;;;;;;;;;TOMATE FRESCO - LARGA VIDA GRANDE KILO APROX. IX REGION;(1473863) TOMATE FRESCO - LARGA VIDA GRANDE KILO APROX. IX REGION;40;Unidad no definida;CLP;1413;0;0;0;56520;56520
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;GALLETA DULCE COSTA MINI DULCITAS 35 G UNIDAD RM;(1884691) GALLETA DULCE COSTA MINI DULCITAS 35 G UNIDAD RM;300;Unidad no definida;CLP;191;0;0;0;57300;57300
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;JUREL CONSERVA AL NATURAL SAN JOSE MEDALLON TARRO 425 G UNIDAD RM;(1454457) JUREL CONSERVA AL NATURAL SAN JOSE MEDALLON TARRO 425 G UNIDAD RM;180;Unidad no definida;CLP;1688;0;0;0;303840;303840
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;KETCHUP SACHET CAROZZI 8 G UNIDAD RM;(1885150) KETCHUP SACHET CAROZZI 8 G UNIDAD RM;500;Unidad no definida;CLP;32;0;0;0;16000;16000
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;MOSTAZA SACHET CAROZZI 8 G UNIDAD RM;(1885116) MOSTAZA SACHET CAROZZI 8 G UNIDAD RM;500;Unidad no definida;CLP;39;0;0;0;19500;19500
1210674-99-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-99-CM24 dirigida a SERVICIOS INTEGRADOS SIDAPT LIMITADA;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;15590872;0;0;0;15590872;0;15590872;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;530;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SERVICIOS INTEGRADOS SIDAPT LIMITADA;76.299.358-9;Comercializacion de Alimentos, Comercio por Menor de Computadores, Software y Su;Grande;;;;;;;;;;POROTO BANQUETE TORTOLA BOLSA 1K UNIDAD RM;(1444692) POROTO BANQUETE TORTOLA BOLSA 1K UNIDAD RM;45;Unidad no definida;CLP;3587;0;0;0;161415;161415
1177296-248-CM24;;03-05-2024 0:00:00;Pasaje aéreo/ERIKA VILLALOBOS/BERTA VON SCHAKMANN/Iquique;Orden de Compra codigo: 1177296-248-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC Interno : AABYHTZ ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;343352;0;9720;0;353072;0;343352;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;133980;0;0;0;133980;133980
1177296-248-CM24;;03-05-2024 0:00:00;Pasaje aéreo/ERIKA VILLALOBOS/BERTA VON SCHAKMANN/Iquique;Orden de Compra codigo: 1177296-248-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC Interno : AABYHTZ ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;343352;0;9720;0;353072;0;343352;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;75392;0;0;0;75392;75392
1208129-176-CM24;;03-05-2024 0:00:00;ARRULLO ABARROTES VARIOS TRIMESTRE MAYO A JULIO ;DESPACHAR A CALLE LA VIRGEN N°420 CONCEPCION, POR HITOS PARCIALIZADOS MAYO, JUNIO Y JULIO. ENVIAR XML A CASILLA DIPRESRECEPCION@CUSTODIUM.COM. CDP N°261. DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN.;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;2134257;0;0;0;2134257;0;2134257;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DISTRIBUIDORA ECOMARK CORONEL LIMITADA;76.104.415-k;MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| VENTA AL POR MAYOR DE CONFITES| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MENOR DE ARTICULOS ELECTRODOMESTICOS Y ELECTRONICOS PARA| VENTA AL POR MENOR DE M;Mediana;;;;;;;;;;SAL LOBOS FINA BOLSA 1K UNIDAD VIII REGION;(1440952) SAL LOBOS FINA BOLSA 1K UNIDAD VIII REGION;60;Unidad no definida;CLP;476;0;0;0;28560;28560
1208092-84-CM24;;02-05-2024 0:00:00;Orden de Compra: 1208092-84-CM24;Orden de Compra codigo: 1208092-84-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;285936;0;4860;0;290796;0;285936;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL ANTOFAGASTA;62.000.890-7;Region de Antofagasta;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;37456;0;0;0;37456;37456
1177296-239-CM24;;02-05-2024 0:00:00;Pasaje aéreo/MARIA LEONTINA GONZALEZ LEIVA/ERIKA VILLALOBOS/JAIME BERRIOS/ANA FRANCISCA AGUILERA/La Serena;Orden de Compra codigo: 1177296-239-CM24 dirigida a AGENCIA DE VIAJES TURAVION SPA LOC INT.: AABYGTB;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;925744;0;19440;0;945184;0;925744;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;193980;0;0;0;193980;193980
1210674-100-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-100-CM24 dirigida a JUAN PABLO MATUS CORNEJO;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;909765;0;0;0;909765;0;909765;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;531;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;JUAN PABLO MATUS CORNEJO;14.316.586-8;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.| ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.| EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| OTRAS ACTIVIDADES DE SERVICIOS PE;Mediana;;;;;;;;;;LENTEJA - 6 MM BOLSA 1K UNIDAD RM;(1468122) LENTEJA - 6 MM BOLSA 1K UNIDAD RM;45;Unidad no definida;CLP;2247;0;0;0;101115;101115
1208106-41-CM24;;03-05-2024 0:00:00;Pasajes Curso de Interpretación y Aplicación de la Guía Técnica para la reducción de riesgos de desastres (ida);Favor emitir DTE con numero de o/c en campo 801 y enviar a casilla dipresrecepcion@custodium.com como archivo xml. Capacitación a realizarse los días 8 y 9 de mayo en la ciudad de Santiago ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;172186;0;9720;0;181906;0;172186;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;PASAJE AÉREO;(1849200) PASAJE AÉREO;1;Unidad no definida;CLP;68990;0;0;0;68990;68990
1208106-42-CM24;;03-05-2024 0:00:00;Pasajes Curso de Interpretación y Aplicación de la Guía Técnica para la reducción de riesgos de desastres (vuelta);Favor emitir DTE con numero de o/c en campo 801 y enviar a casilla dipresrecepcion@custodium.com como archivo xml. Curso a desarrollarse los dias 8 y 9 de mayo en la ciudad de Santiago, pasaje de retorno funcionario GRNH ;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;77838;0;4860;0;82698;0;77838;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AGENCIA DE VIAJES TURAVION SPA;80.989.400-2;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURIST| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;;;;;;;;;;TASA DE EMBARQUE;(1849900) TASA DE EMBARQUE;1;Unidad no definida;CLP;18848;0;0;0;18848;18848
1210674-100-CM24;;09-05-2024 0:00:00;ABARROTES  CASA  NACIONAL  ;Orden de Compra codigo: 1210674-100-CM24 dirigida a JUAN PABLO MATUS CORNEJO;Aceptada;Convenio Marco;No;No;;;;;;;;;;CLP;909765;0;0;0;909765;0;909765;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;531;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;JUAN PABLO MATUS CORNEJO;14.316.586-8;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.| ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.| EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| OTRAS ACTIVIDADES DE SERVICIOS PE;Mediana;;;;;;;;;;SALSA DE SOYA TRAVERSO BOTELLA 500 ML UNIDAD RM;(1563083) SALSA DE SOYA TRAVERSO BOTELLA 500 ML UNIDAD RM;30;Unidad no definida;CLP;1977;0;0;0;59310;59310
1208129-173-CM24;;03-05-2024 0:00:00;ARRULLO PRODUCTOS LÁCTEOS TRIMESTRE MAYO A JULIO;DESPACHAR A CALLE LA VIRGEN N°420 CONCEPCION, POR HITOS PARCIALIZADOS MAYO, JUNIO Y JULIO. ENVIAR XML A CASILLA DIPRESRECEPCION@CUSTODIUM.COM. CDP N°281. DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN.;Recepcion Conforme;Convenio Marco;No;No;;;;;;;;;;CLP;2992432;0;0;0;2992432;0;2992432;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;COOP AGRICOLA Y LECHERA DE LA UNION LTDA;81.094.100-6;ELABORACION DE LECHE, MANTEQUILLA, PRODUCTOS LACTEOS Y DERIVADOS;Grande;;;;;;;;;;YOGURT BATIDO COLUN PLATANO POTE 125 G UNIDAD VIII REGION;(1457302) YOGURT BATIDO COLUN PLATANO POTE 125 G UNIDAD VIII REGION;76;Unidad no definida;CLP;197;0;0;0;14972;14972
