codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1177296-66-SE24;05-02-2024 0:00:00;Servicio de Traslado Santiago - Valparaíso;Servicio de traslado para el 06 de febrero la ida y 09 de febrero la vuelta VAN 11 personas;Recepcion Conforme;Trato Directo;CLP;316200;0;0;0;316200;0;316200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;TRANSPORTES NUEVA APOQUINDO LIMITADA;77.348.570-4;OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS N.C.P.;Grande;Región Metropolitana de Santiago;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte de pasajeros por carretera;78111804;Servicios de taxi;Servicios de taxi;Origen San Martin con Nueva San Martin, Santiago Destino Cochrane 867, Valparaíso ;1;Unidad no definida;CLP;316200;0;0;0;316200;316200
1208985-11-SE24;31-01-2024 0:00:00;RFAT SERVICIO MANTENCIÓN BICICLETAS;RFA - TRATO DIRECTO PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO y REPARACION DE BICICLETAS PARA LOS NNA, DE LAS RESIDENCIAS DE ADMINISTRACIÓN DIRECTA, SEGÚN EL ART. 10, NÚMERO 7, LETRA J), DEL DECRETO N° 250/2004, PARA LA DIRECCION REGIONAL DEL SERVICIO PROTECCION ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA.;Recepcion Conforme;Trato Directo;CLP;2689076;0;0;510924,44;3200000,44;510924,44;2689076;30 dias contra la recepcion conforme de la factura;A convenir;69;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ZIUS SPA;76.877.935-k;Comercialización de Insumos Industriales;Pequeña;Región de Magallanes y de la Antártica;Vehículos y equipamiento en general;Bicicletas;Vehículos a pedal;25161509;Bicicletas para niños;Bicicletas para niños;CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO y REPARACION DE BICICLETAS PARA LOS NNA, DE LAS RESIDENCIAS DE ADMINISTRACIÓN DIRECTA, SEGÚN EL ART. 10, NÚMERO 7, LETRA J), DEL DECRETO N° 250/2004, PARA LA DIRECCION REGIONAL DEL SERVICIO PROTECCION ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA.;1;Unidad;CLP;2689076;0;0;0;2689076;2689076
1208985-7-SE24;30-01-2024 0:00:00;RFA SUMINISTRO DE TEXTILES VESTUARIO Y CALZADO NNA;TRATO DIRECTO PARA LA CONTRATACIÓN DEL SERVICIO DE SUMINISTRO DE UNIFORMES, TEXTILES, VESTUARIO Y CALZADO PARA LOS NNA DE LAS RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA DE LA REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA, DE CONFORMIDAD CON LO DISPUESTO EN EL ARTÍCULO 8° LETRA G) DE LA LEY 19.886 Y EL ART. 10, NÚMERO 7, LETRA J), DEL DECRETO N° 250/2004;Recepcion Conforme;Trato Directo;CLP;1344537,815119;0;0;255462,18487260997;1599999,99999161;255462,18487260997;1344537,815119;30 dias contra la recepcion conforme de la factura;A convenir;66;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL NOCERA Y CIA LTDA;82.120.700-2;GRANDES TIENDAS - VESTUARIO Y PRODUCTOS PARA EL HOGAR| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Mediana;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de compras o trueques para consumo;91111703;Vestuario;Vestuario;SUMINISTRO DE UNIFORMES, VESTUARIO Y TEXTILES NNA RFA;1;Unidad no definida;CLP;1197478,99159;0;0;0;1197478,99159;1197478,99159
1208541-2-SE24;25-01-2024 0:00:00;TRATO DIRECTO HABILITACION RESIDENCIA SAUCACHE;SE REQUIERE LOS SERVICIOS DE HABILITACION DE RESIDENCIA FAMILIAR SAUCACHE.;Recepcion Conforme;Trato Directo;CLP;368509572;0;0;70016818,68;438526390,68;70016818,68;368509572;30 dias contra la recepcion conforme de la factura;A convenir;;ADMINISTRACIÓN DIRECTA REGIÓN DE ARICA;62.000.890-7;Region de Arica y Parinacota;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;Las Mollacas Limitada;76.315.905-1;Obras menores en Construcción;Pequeña;Región de Tarapacá  ;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;Construcción de obras civiles;SERVICIOS DE HABILITACION DE RESIDENCIA FAMILIAR SAUCACHE, SEGUN ITEMIZADO VALORIZADO;1;Global;CLP;368509572;0;0;0;368509572;368509572
1177296-54-SE24;25-01-2024 0:00:00;DISEÑO INSTRUCCIONAL LÍNEA 1;“SERVICIOS  DE DISEÑO INSTRUCCIONAL E IMPARTICIÓN DE LA FORMACIÓN Y CAPACITACIÓN  EN LOS PROGRAMAS DE ACOMPAÑAMIENTO FAMILIAR TERRITORIAL Y  PREVENCIÓN FOCALIZADA PARA LOS EQUIPOS DE LOS PROYECTOS DEL SISTEMA  DE PROTECCIÓN DE TODAS LAS REGIONES DEL SERVICIO NACIONAL DE  PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA EN LÍNEA 1: DISEÑO  DEL CURSO AUTOINSTRUCCIONAL Y FORMACIÓN A RELATORES;Recepcion Conforme;Trato Directo;CLP;65000000;0;0;0;65000000;0;65000000;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;63;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;ASESORIAS, INVESTIGACION Y CAPACITACION EN CIENCIAS SOCIALES LIMITADA;76.062.275-3;PROCESAMIENTO DE DATOS Y ACTIVIDADES RELACIONADAS CON BASES DE DATOS| INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS| SERVICIOS PERSONALES DE EDUCACION;Pequeña;Región Metropolitana de Santiago;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de recursos humanos;Consultorías para el desarrollo de recursos humanos;80111504;Formación, capacitación y entrenamiento de personal;Formación, capacitación y entrenamiento de persona;;1;Unidad no definida;CLP;65000000;0;0;0;65000000;65000000
1210674-3-SE24;07-02-2024 0:00:00;ADQ. ENTRADAS Y ALIMENTACIÓN FANTASILANDIOA. CRB;E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801, enviar también a correo criverab@mejorninez.cl.;Recepcion Conforme;Trato Directo;CLP;3747800;0;0;712082;4459882;712082;3747800;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;21;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL ITAHUE LTDA;84.988.100-0;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| COMERCIO POR MENOR DE JUGUETES| RESTAURANTES| ESTABLECIMIENTOS DE COMIDA RAPIDA (BARES, FUENTES DE SODA, GELATERIAS,| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| ACTIVIDADES DE PARQUES DE A;Grande;Región Metropolitana de Santiago;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios para la comercialización y distribución;Ventas y marketing;80141607;Producción de eventos;Producción de eventos;ENTRADAS FANTASILANDIA VIGENCIA DESDE 20 DE ENERO AL 29 DE FEBRERO 2024;200;Unidad no definida;CLP;11764;0;0;0;2352800;2352800
1210674-7-SE24;26-01-2024 0:00:00;PRORROGA DE CONTRATO DE MANTENCIÓN Y REPARACIÓN DE INMUEBLES PARA RF MIGUEL CLARO, PUMA, RAE QUINTA NORMAL, FAE Y CREAD CASA NACIONAL DEL NIÑO POR 03 MESES (EAA);;Recepcion Conforme;Trato Directo;CLP;52100840;0;0;9899159,6;61999999,6;9899159,6;52100840;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;36;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;INMOBILIARIA Y CONSTRUCTORA SANTA ANA LIMITADA;76.062.452-7;OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Pequeña;Región Metropolitana de Santiago;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;Instalación o reparación de paredes;;1;Unidad no definida;CLP;52100840;0;0;0;52100840;52100840
1208106-3-SE24;22-01-2024 0:00:00;Mantención Vehículo fiscal (Cambio de pastillas y ;Mantención Vehículo fiscal chevrolet captiva (Cambio de pastillas y ampolleta neblinero) Según  correo electrónico adjunto con presupuesto de Mecánico Daniel Miranda Montecinos de Salfasur.  Resolución Exenta N° 36 de fecha 07.03.2022 Iniciativa INI24-DR_RIOS-44 - Mantenimiento y Reparación de Vehículos ;Recepcion Conforme;Trato Directo;CLP;341361,344537;0;0;64858,655462029994;406219,99999902997;64858,655462029994;341361,344537;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTRIZ SALFA SUR LIMITADA;93.688.000-2;CRIA DE GANADO PARA PRODUCCION DE CARNE, O COMO GANADO REPRODUCTOR| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA ;Grande;Región de Los Ríos;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180104;Reparación de tren delantero o trasero;Reparación de tren delantero o trasero;Mantención Vehículo fiscal chevrolet captiva (Cambio de pastillas y ampolleta neblinero) Según  correo electrónico adjunto con presupuesto de Mecánico Daniel Miranda Montecinos de Salfasur.;1;Unidad no definida;CLP;341361,344537;0;0;0;341361,344537;341361,344537
1209403-1-SE24;17-01-2024 0:00:00;Trato Directo Servicio de Mantención Vehículo Inst;AUTORIZA TRATO DIRECTO PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENCIÓN DEL VEHÍCULO INSTITUCIONAL ADQUIRIDO PARA LA RESIDENCIA FAMILIAR COYHAIQUE DEL SERVICIO DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, FUNDADO EN LA CAUSAL CONSIGNADA EN EL ARTÍCULO 10 N° 7 LETRA E) DEL D.S. Nº 250, DEL MINISTERIO DE HACIENDA, SOBRE REGLAMENTO DE LA LEY DE COMPRAS.;Recepcion Conforme;Trato Directo;CLP;288028;0;0;54725,32;342753,32;54725,32;288028;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;IMPORTADORA TRANSWORLD SUPPLY LTDA.;76.045.356-0;IMPORTADORA, REPRESENTACIONES Y VENTAS VEHICULOS;Pequeña;Región de Magallanes y de la Antártica;Vehículos y equipamiento en general;Equipo de apoyo al transporte;Equipamiento de apoyo para transporte aéreo;25191513;Kit de mantenimiento de vehículo de soporte en tierra;Kit de mantenimiento de vehículo de soporte en tie;mantención de los 20.000km del vehículo institucional patente SWCJ-46 de la Residencia Familiar de Administración Directa del Servicio Nacional de Protección Especializada a la Niñez y Adolescencia en adelante Servicio de Protección Especializada (SPE).;1;Unidad no definida;CLP;288028;0;0;0;288028;288028
1210674-3-SE24;07-02-2024 0:00:00;ADQ. ENTRADAS Y ALIMENTACIÓN FANTASILANDIOA. CRB;E-mail envío factura facturas a dipresrecepcion@custodium.com en formato xml, favor ingresar numero de orden compra en el campo 801, enviar también a correo criverab@mejorninez.cl.;Recepcion Conforme;Trato Directo;CLP;3747800;0;0;712082;4459882;712082;3747800;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;21;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOC COMERCIAL ITAHUE LTDA;84.988.100-0;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| COMERCIO POR MENOR DE JUGUETES| RESTAURANTES| ESTABLECIMIENTOS DE COMIDA RAPIDA (BARES, FUENTES DE SODA, GELATERIAS,| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| ACTIVIDADES DE PARQUES DE A;Grande;Región Metropolitana de Santiago;Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública;Ayuda y asistencia humanitaria;Política, planificación y programas de alimentación y nutrición;93131608;Servicios de suministro de alimentos;Servicios de suministro de alimentos;ALIMENTACIÓN COMBO CHESSE BURGER, INCLUYE:  BEBIDA, PAPAS FRITAS Y HAMBURGUESA.;200;Unidad no definida;CLP;6975;0;0;0;1395000;1395000
1208110-1-SE24;19-02-2024 0:00:00;SERVICIO VIGILANCIA MESES ENERO A MARZO 2024;Servicio de seguridad, vigilancia, control de acceso y recepción de público para las oficinas de la Dirección Regional XII, del Servicio Nacional de Protección Especializada a la niñez y Adolescencia.  Trato Directo por la causal contemplada en la letra G) del Art. 8 de la Ley N° 19.886, Concordada con el Art. 10 N° 7 letra L) del Reglamneto de compras y contrataciones públicas. Proviene de Licitación Pública ID 1208110-4-LE22 que fue declarada Desierta.;Recepcion Conforme;Trato Directo;CLP;4755483,2;0;0;903541,808;5659025,008;903541,808;4755483,2;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;DIRECCION REGIONAL MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SELSUR SPA;76.222.339-2;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRESAS| LIMPIEZA GENERAL DE EDIFICIOS;Mediana;Región de Magallanes y de la Antártica;Servicios de defensa nacional, orden público y seguridad;Orden público y seguridad;Servicios de seguridad y policiales;92101501;Servicios de vigilancia;Servicios de vigilancia;Servicio de Vigilancia mes de enero-febrero 2024;2;Mes;CLP;1890000;0;0;0;3780000;3780000
1208110-1-SE24;19-02-2024 0:00:00;SERVICIO VIGILANCIA MESES ENERO A MARZO 2024;Servicio de seguridad, vigilancia, control de acceso y recepción de público para las oficinas de la Dirección Regional XII, del Servicio Nacional de Protección Especializada a la niñez y Adolescencia.  Trato Directo por la causal contemplada en la letra G) del Art. 8 de la Ley N° 19.886, Concordada con el Art. 10 N° 7 letra L) del Reglamneto de compras y contrataciones públicas. Proviene de Licitación Pública ID 1208110-4-LE22 que fue declarada Desierta.;Recepcion Conforme;Trato Directo;CLP;4755483,2;0;0;903541,808;5659025,008;903541,808;4755483,2;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;DIRECCION REGIONAL MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SELSUR SPA;76.222.339-2;SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRESAS| LIMPIEZA GENERAL DE EDIFICIOS;Mediana;Región de Magallanes y de la Antártica;Servicios de defensa nacional, orden público y seguridad;Orden público y seguridad;Servicios de seguridad y policiales;92101501;Servicios de vigilancia;Servicios de vigilancia;Servicio de Vigilancia hasta el 16 de marzo 2024;16;Día;CLP;60967,7;0;0;0;975483,2;975483,2
1208106-1-SE24;18-01-2024 0:00:00;Servicio de mantención de los 70.000 km vehículo fiscal;Servicio de mantención de los 70.000 km vehículo fiscal chevrolet captiva Dirección Regional de Los Ríos. De acuerdo a Resolución Exenta N° 36 de fecha 07.03.2022 Cotización adjunta Iniciativa INI24-DR_RIOS-44 - Mantenimiento y Reparación de Vehículos ;Recepcion Conforme;Trato Directo;CLP;132983;0;0;25266,77;158249,77;25266,77;132983;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTRIZ SALFA SUR LIMITADA;93.688.000-2;CRIA DE GANADO PARA PRODUCCION DE CARNE, O COMO GANADO REPRODUCTOR| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA ;Grande;Región de Los Ríos;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180104;Reparación de tren delantero o trasero;Reparación de tren delantero o trasero;Servicio de mantención de los 70.000 kilometros vehículo fiscal, marca Chevrolet station wagon, modelo captiva 1.5T Premier MT N, placa patente RLVP-83.;1;Unidad no definida;CLP;132983;0;0;0;132983;132983
1209395-166-SE24;28-06-2024 0:00:00;TD Equipamiento RF Inés de Suarez;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR DISTRIBUIDORA FERVIMAR SPA, RUT: 73.731.900-8, PARA LA ADQUISICIÓN DE EQUIPAMIENTO PARA LA RESIDENCIA FAMILIAR INÉS DE SUAREZ. Para la emisión de la factura a través de la plataforma del Servicio de Impuestos Internos (SII) deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Deberá asegurarse que realice el envío del documento tributable electrónico (DTE) en formato XML al correo dipresrecepcion@custodium.com.;Recepcion Conforme;Trato Directo;CLP;5496390;0;0;1044314,1;6540704,1;1044314,1;5496390;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;814;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DISTRIBUIDORA FERVIMAR SPA;77.421.342-2;VENTA AL POR MAYOR DE ARTICULOS DE PAPELERIA Y ESCRITORIO;Pequeña;Región de la Araucanía ;Muebles, accesorios, electrodomésticos y productos electrónicos;Ropa de cama, mantelerías, paños de cocina y toallas;Ropa de cama;52121509;Sábanas;Sábanas;Adquisición de Textiles y Acabados Textiles. Según Términos de Referencia Adjuntos.	;1;Global;CLP;1288050;0;0;0;1288050;1288050
1177296-328-SE24;06-06-2024 0:00:00;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO. VIGENCIA: 29-04 AL 27-10-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;2923200;0;0;0;2923200;0;2923200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD NACIONAL ANDRES BELLO;71.540.100-2;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Gestión Financiera del Estado.  Funcionario: Patricio Alejandro Muñoz Montenegro.;1;Unidad no definida;CLP;974400;0;0;0;974400;974400
1208985-64-SE24;05-06-2024 0:00:00;RFAT_Suministro de Pasajes Aéreos con AerovíasDAP, para tramos Regionales.;Se Requiere Contratar Servicio de Suministro de pasajes Aéreos Tramos Punta Arenas-Porvenir y viceversa Punta Arenas-Pto. Williams y viceversa, para los NNA y funcionarios de la Residencia Familiar de Adolescencia Temprana. Contrato tiene vigencia de 18 meses o hasta que se agote el presupuesto, lo que ocurra primero. TRATO DIRECTO, SEGÚN CAUSAL DEL ART. N°8,LETRA D) DE LA LEY N° 19.886 EN RELACIÓN CON EL ART. 10, N°4 DEL DECRETO N°250/2004, PROVEEDOR ÚNICO.;Aceptada;Trato Directo;CLP;4000000;0;0;0;4000000;0;4000000;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;394;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AEROVIAS DAP SOCIEDAD ANONIMA;89.428.000-K;REPARACION DE AERONAVES Y NAVES ESPACIALES| TRANSPORTE REGULAR POR VIA AEREA DE PASAJEROS| TRANSPORTE REGULAR POR VIA AEREA DE CARGA| MANIPULACION DE LA CARGA| SERVICIOS DE ALMACENAMIENTO Y DEPOSITO| TERMINALES TERRESTRES DE PASAJEROS| PUERTOS Y AEROPUERT;Grande;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Transporte de pasajeros;Transporte aéreo de pasajeros;78111502;Viajes en aviones comerciales, pasajes aéreos;Viajes en aviones comerciales, pasajes aéreos;CONTRATO SUMINISTRO DE PASAJES PUNTA ARENAS -PORVENIR Y VICEVERSA PUNTA ARENAS - PUERTO WILLIAMS Y VICEVERSA.;1;Unidad;CLP;4000000;0;0;0;4000000;4000000
1208985-63-SE24;03-06-2024 0:00:00;RFAT_Servicio de Mantención Vehículo 70.000 km. de vehículo Institucional Marca Hyundai,modelo H1, patente LWTB-20;SERVICIO DE MANTENCIÓN 70.000 KILOMETROS DE VEHÍCULO INSTITUCIONAL MARCA HYUNDAI, MODELO H1, PATENTE LWTB20.  Se realiza Trato Directo, según  Art.10 , N° 7, LETRA E) del decreto N°250/2004;Recepcion Conforme;Trato Directo;CLP;308159;0;0;58550,21;366709,21;58550,21;308159;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTORES GILDEMEISTER SPA;79.649.140-k;REPARACION OTROS TIPOS DE MAQUINARIA Y EQUIPOS DE USO GENERAL| REPARACION DE MAQUINARIA AGROPECUARIA Y FORESTAL| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA;Grande;Región Metropolitana de Santiago;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180101;Reparación y pintura carrocerías;Reparación y pintura carrocerías;SERVICIO DE MANTENCIÓN 70.000 KM.PARA BÚS INSTITUCIONL,SEGÚN COTIZACIÓN;1;Unidad;CLP;308159;0;0;0;308159;308159
1208089-2-SE24;17-01-2024 0:00:00;OC Jardín Infantil ACH Enero 24;OC Periodo 2023 ( incluye matricula mas enero 2024) Servicio de Sala Cuna;Recepcion Conforme;Trato Directo;CLP;590000;0;0;0;590000;0;590000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;7;DIRECCIÓN REGIONAL TARAPACÁ;62.000.890-7;Region de Tarapaca;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;Sociedad educacional norte wasi;76.534.098-5;educación preescolar;Pequeña;Región de Tarapacá  ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;Matricula 2024 y mensualidad enero 2024.;1;Unidad;CLP;590000;0;0;0;590000;590000
